MCoV-106796	20.2
MCoV-106929	21.4
MCoV-106783	24.2
MCoV-106710	33.7
MCoV-106765	35
MCoV-106865	44.4
MCoV-107391	16.3
MCoV-107010	17.7
MCoV-107033	19.8
MCoV-107045	20.2
MCoV-107018	22.1
MCoV-106942	24.8
MCoV-107004	27.1
MCoV-107129	31.3
MCoV-107289	22
MCoV-107465	22.2
MCoV-107502	36.4
MCoV-107322	22.5
MCoV-107328	29.4
MCoV-107361	30.1
MCoV-107334	33.4
MCoV-107397	37.3
MCoV-107840	20.4
MCoV-107770	30
MCoV-107864	36.7
MCoV-108037	21.1
MCoV-108065	22.7
MCoV-108125	24.8
MCoV-107995	31.4
MCoV-108115	35.3
MCoV-108059	39
MCoV-108032	44.3
MCoV-108313	12
MCoV-108348	15.6
MCoV-108371	37
MCoV-108292	37.9
MCoV-108377	40.6
MCoV-108349	41.8
MCoV-108481	19.7
MCoV-108591	26.5
MCoV-108563	34.9
MCoV-108490	38.8
MCoV-108849	17.6
MCoV-108824	18.1
MCoV-108703	25.7
MCoV-108741	35.3
MCoV-108712	15
MCoV-108797	16.7
MCoV-108674	17.5
MCoV-108825	17.9
MCoV-108827	20.2
MCoV-108788	20.5
MCoV-108752	27
MCoV-108666	16.3
MCoV-108795	17.8
MCoV-109216	15.4
MCoV-109173	37.6
MCoV-109241	42.8
MCoV-109553	19.1
MCoV-109519	19.5
MCoV-109248	20.4
MCoV-109274	33.6
MCoV-109436	42.7
MCoV-109595	18.7
MCoV-109562	23.1
MCoV-109569	25.6
MCoV-109604	29.3
MCoV-109565	36.4
MCoV-109820	17.7
MCoV-109556	18.5
MCoV-109849	23.8
MCoV-109818	24.6
MCoV-109878	25.1
MCoV-109836	31
MCoV-110079	13.7
MCoV-110097	21.2
MCoV-110030	28.1
MCoV-110129	17.3
MCoV-109964	16.8
MCoV-110081	20.5
MCoV-110039	29.1
MCoV-110047	35.2
MCoV-110472	15
MCoV-110560	15.4
MCoV-110421	16.8
MCoV-110477	19.7
MCoV-110457	20.1
MCoV-110460	22.3
MCoV-110524	23.6
MCoV-110559	24.5
MCoV-110419	29.5
MCoV-110636	11.8
MCoV-110628	16.5
MCoV-110574	20.3
MCoV-110664	25.5
MCoV-110623	28.3
MCoV-110632	30.3
MCoV-110587	37.2
MCoV-110793	14.6
MCoV-110802	16.5
MCoV-110837	16.7
MCoV-110809	21.3
MCoV-110847	21.4
MCoV-110821	22.1
MCoV-110813	23.3
MCoV-110858	24.1
MCoV-110791	27.2
MCoV-110864	29.2
MCoV-110975	14.7
MCoV-110987	15.4
MCoV-111020	16.4
MCoV-111136	17.8
MCoV-111013	20.4
MCoV-111147	21.2
MCoV-110976	23.7
MCoV-111054	24.7
MCoV-111019	25
MCoV-111087	25
MCoV-110990	30.8
MCoV-111006	32.2
MCoV-111011	38.9
MCoV-111315	14.5
MCoV-111166	16.2
MCoV-111401	28.1
MCoV-111242	33.8
MCoV-111344	19.2
MCoV-111350	19.4
MCoV-111349	33.3
MCoV-111330	44.5
MCoV-111159	18.8
MCoV-111209	24.7
MCoV-111352	25.2
MCoV-111222	26.2
MCoV-111543	16.6
MCoV-111574	17.7
MCoV-111620	27.5
MCoV-111624	44.3
MCoV-111764	17.3
MCoV-111792	17.9
MCoV-111737	22.6
MCoV-112013	19.2
MCoV-111849	19.5
MCoV-111850	22
MCoV-111868	23.1
MCoV-111911	39.9
MCoV-111980	17.8
MCoV-112005	22.7
MCoV-111889	24.8
MCoV-111952	25.2
MCoV-112228	27.2
MCoV-112170	29.4
MCoV-112212	29.9
MCoV-112135	31.3
MCoV-112240	37.4
MCoV-112224	18
MCoV-112310	34.9
MCoV-112201	17.4
MCoV-112122	37
MCoV-112544	16.2
MCoV-112517	18.2
MCoV-112568	20
MCoV-112450	20.5
MCoV-112615	22.3
MCoV-112408	23.7
MCoV-112575	27
MCoV-112547	29.2
MCoV-112564	38.3
MCoV-112491	38.8
MCoV-112158	41.2
MCoV-112659	18.3
MCoV-112617	22.1
MCoV-112620	26
MCoV-112663	34.6
MCoV-112878	15.4
MCoV-112867	17.4
MCoV-112879	17.6
MCoV-112866	18.7
MCoV-112806	22.4
MCoV-112824	23.1
MCoV-112812	24.2
MCoV-112854	27.7
MCoV-112800	28.1
MCoV-112843	40
MCoV-112938	13
MCoV-112902	13.4
MCoV-112936	18.3
MCoV-112912	19.4
MCoV-112997	21.1
MCoV-112905	22.2
MCoV-112917	38.4
MCoV-112888	38.7
MCoV-113025	21.8
MCoV-113122	24.1
